,author,avgRating,bookid,genre1,genre2,isbn,lang,name,rating1,rating2,rating3,rating4,rating5,rating_count,url
2207,Willa Cather,3.77,17150,Historical,Classics,9.78158E+12,English,My Ántonia (Great Plains Trilogy #3),3777,8724,25778,37423,30201,105903,https://www.goodreads.com/book/show/17150.My_ntonia
2208,Vicki León,3.79,572893,History,Nonfiction,9.78157E+12,English,Uppity Women of Medieval Times (Uppity Women),16,62,258,321,238,895,https://www.goodreads.com/book/show/572893.Uppity_Women_of_Medieval_Times
2209,Better Homes and Gardens,4.14,569079,Food and Drink,Food and Drink,9.7807E+12,English,Better Homes & Gardens New Cook Book,2587,4403,18208,30974,49512,105684,https://www.goodreads.com/book/show/569079.Better_Homes_Gardens_New_Cook_Book
2210,Better Homes and Gardens,4.14,411053,Food and Drink,Food and Drink,9.7807E+12,English,Better Homes and Gardens New Cook Book,2587,4403,18208,30974,49509,105681,https://www.goodreads.com/book/show/411053.Better_Homes_and_Gardens_New_Cook_Book
2211,Suzanne Gordon,3.84,557889,,,9.78007E+12,English,Off Balance: The Real World of Ballet,0,0,14,15,8,37,https://www.goodreads.com/book/show/557889.Off_Balance
2212,Adolfo Bioy Casares,4.06,94486,Fiction,Science Fiction,9.78159E+12,English,The Invention of Morel,133,546,2333,4778,4515,12305,https://www.goodreads.com/book/show/94486.The_Invention_of_Morel
2213,Oliver Sacks,3.89,1297985,Nonfiction,Music,9.78068E+12,English,Musicophilia: Tales of Music and the Brain,1664,2799,10013,14944,15757,45177,https://www.goodreads.com/book/show/1297985.Musicophilia
2214,Zoë Ferraris,3.79,2302650,Mystery,Thriller,9.78062E+12,English,Finding Nouf (Nayir Sharqi & Katya Hijazi #1),149,402,1970,3237,1646,7404,https://www.goodreads.com/book/show/2302650.Finding_Nouf
2215,Frances Hodgson Burnett,3.95,1057543,Classics,Fiction,9.7819E+12,English,The Shuttle,13,48,172,312,267,812,https://www.goodreads.com/book/show/1057543.The_Shuttle
2216,Edward W. Said,4.08,5427,Nonfiction,History,9.78014E+12,English,Orientalism,215,575,2075,5070,4912,12847,https://www.goodreads.com/book/show/5427.Orientalism
2217,André Gide,3.87,70105,Fiction,Cultural,9.78039E+12,English,The Counterfeiters,131,404,1540,2246,1919,6240,https://www.goodreads.com/book/show/70105.The_Counterfeiters
2218,Stephen Crane,3.22,35220,Classics,Fiction,9.78158E+12,English,The Red Badge of Courage,6215,12873,27571,21099,10582,78340,https://www.goodreads.com/book/show/35220.The_Red_Badge_of_Courage
2219,Heinrich Böll,4.04,69091,Fiction,Novels,9.78014E+12,English,The Clown,250,755,2914,5665,5848,15432,https://www.goodreads.com/book/show/69091.The_Clown
2220,Hubert Selby Jr.,3.94,50275,Fiction,Classics,9.78075E+12,English,Last Exit to Brooklyn,455,1085,3898,7018,6253,18709,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn
2221,Jon Shook,3.85,2321225,Food and Drink,Food and Drink,9.78031E+12,English,"Two Dudes, One Pan: Maximum Flavor from a Minimalist Kitchen",2,8,31,34,36,111,https://www.goodreads.com/book/show/2321225.Two_Dudes_One_Pan
2222,Jennet Conant,3.32,2321457,History,Nonfiction,9.78074E+12,English,The Irregulars: Roald Dahl and the British Spy Ring in Wartime Washington,67,256,726,518,218,1785,https://www.goodreads.com/book/show/2321457.The_Irregulars
2223,Richard Llewellyn,4.16,6566712,Classics,Fiction,,English,How Green Was My Valley,154,457,2057,4407,5428,12503,https://www.goodreads.com/book/show/6566712-how-green-was-my-valley
2224,Patrick O'Brian,4.29,17768,Fiction,Historical,9.78001E+12,English,Post Captain (Aubrey & Maturin #2),38,242,1862,5745,6693,14580,https://www.goodreads.com/book/show/17768.Post_Captain
2225,Laurence Bergreen,3.74,553783,History,Nonfiction,9.7814E+12,English,Marco Polo: From Venice to Xanadu,19,124,522,609,395,1669,https://www.goodreads.com/book/show/553783.Marco_Polo
2226,Mary Gabriel,3.6,544508,Biography,History,9.78157E+12,English,"Notorious Victoria: The Life of Victoria Woodhull, Uncensored",7,25,94,120,48,294,https://www.goodreads.com/book/show/544508.Notorious_Victoria
2227,Eleanor De Selms Langstaff,0,543173,,,9.78081E+12,English,Andrew Lang,,,,,,0,https://www.goodreads.com/book/show/543173.Andrew_Lang
2228,Philippa Pearce,4.05,543086,Fantasy,Childrens,9.78006E+12,,Tom's Midnight Garden,309,807,3957,6659,7550,19282,https://www.goodreads.com/book/show/543086.Tom_s_Midnight_Garden
2229,Howard Mittelmark,4.01,2360064,Language,Nonfiction,9.78006E+12,English,How Not to Write a Novel: 200 Classic Mistakes and How to Avoid Them—A Misstep-by-Misstep Guide,42,128,517,1056,938,2681,https://www.goodreads.com/book/show/2360064.How_Not_to_Write_a_Novel
2230,James Joyce,3.74,338798,Classics,Fiction,9.78068E+12,English,Ulysses,7451,8634,18458,23727,33977,92247,https://www.goodreads.com/book/show/338798.Ulysses
2231,William Shakespeare,3.75,82356,Plays,Plays,9.78185E+12,English,The Comedy of Errors,286,1496,6472,7450,5118,20822,https://www.goodreads.com/book/show/82356.The_Comedy_of_Errors
2232,George Orwell,4.1,393199,Nonfiction,Classics,9.78016E+12,English,Down and Out in Paris and London,218,1303,7939,19389,15650,44499,https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London
2233,Wendy Mogel,4.18,537661,Nonfiction,Parenting,9.78014E+12,English,The Blessing of a Skinned Knee: Using Jewish Teachings to Raise Self-Reliant Children,21,88,503,1249,1307,3168,https://www.goodreads.com/book/show/537661.The_Blessing_of_a_Skinned_Knee
2234,Jean Genet,4.02,53003,Fiction,Cultural,9.7816E+12,English,Our Lady of the Flowers,105,257,849,1450,1780,4441,https://www.goodreads.com/book/show/53003.Our_Lady_of_the_Flowers
2235,José Saramago,3.89,2529,Fiction,Short Stories,9.78016E+12,English,The Tale of the Unknown Island,60,348,1618,2460,1798,6284,https://www.goodreads.com/book/show/2529.The_Tale_of_the_Unknown_Island
2236,Thomas Hardy,3.81,56759,Classics,Fiction,9.78014E+12,English,The Mayor of Casterbridge,1431,3224,11671,17420,13337,47083,https://www.goodreads.com/book/show/56759.The_Mayor_of_Casterbridge
2237,Sara Nelson,3.41,106952,Nonfiction,Writing,9.78043E+12,English,"So Many Books, So Little Time: A Year of Passionate Reading",85,337,1006,774,405,2607,https://www.goodreads.com/book/show/106952.So_Many_Books_So_Little_Time
2238,Julian Fellowes,3.54,2392839,Historical,Fiction,9.7803E+12,English,Past Imperfect,109,421,1257,1368,670,3825,https://www.goodreads.com/book/show/2392839.Past_Imperfect
2239,Herman Melville,3.48,153747,Classics,Fiction,9.78014E+12,English,"Moby-Dick or, The Whale",37284,54733,108309,108357,109975,418658,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale
2240,George Sand,3.49,104260,Classics,Fiction,9.78019E+12,English,Indiana,51,185,515,470,273,1494,https://www.goodreads.com/book/show/104260.Indiana
2241,Dr. Seuss,4,105548,Childrens,Classics,9.78068E+12,English,The Foot Book: Dr. Seuss's Wacky Book of Opposites,404,1454,6001,6242,10090,24191,https://www.goodreads.com/book/show/105548.The_Foot_Book
2242,Tobias Smollett,3.44,415836,Classics,Fiction,9.78014E+12,English,The Expedition of Humphry Clinker,172,351,800,760,546,2629,https://www.goodreads.com/book/show/415836.The_Expedition_of_Humphry_Clinker
2243,Alexandra Fuller,3.96,24687,Autobiography,Nonfiction,9.78038E+12,English,Don't Let's Go to the Dogs Tonight,651,2107,9329,17466,13762,43315,https://www.goodreads.com/book/show/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight
2244,Stan Berenstain,4.2,1129315,,,9.78039E+12,English,The Berenstain Bears' Trouble at School (The Berenstain Bears),203,553,3327,3876,8228,16187,https://www.goodreads.com/book/show/1129315.The_Berenstain_Bears_Trouble_at_School
2245,Stan Berenstain,4.1,846065,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears and the Truth (The Berenstain Bears),128,315,1544,1875,3284,7146,https://www.goodreads.com/book/show/846065.The_Berenstain_Bears_and_the_Truth
2246,Stan Berenstain,4.05,514346,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears Get in a Fight (The Berenstain Bears),60,173,904,937,1612,3686,https://www.goodreads.com/book/show/514346.The_Berenstain_Bears_Get_in_a_Fight
2247,Maria Tallchief,3.79,1654201,Nonfiction,Biography,9.78081E+12,English,Maria Tallchief: America's Prima Ballerina,3,14,39,65,42,163,https://www.goodreads.com/book/show/1654201.Maria_Tallchief
2248,James C. Collins,4.05,76865,Business,Buisness,9.78007E+12,English,Good to Great: Why Some Companies Make the Leap... and Others Don't,1585,3862,17837,35352,35320,93956,https://www.goodreads.com/book/show/76865.Good_to_Great
2249,Ellen Price Wood,3.68,1109858,Classics,Historical,9.78019E+12,English,East Lynne,231,365,958,1102,1146,3802,https://www.goodreads.com/book/show/1109858.East_Lynne
2250,Pema Chödrön,4.3,687278,Nonfiction,Spirituality,9.78157E+12,English,When Things Fall Apart: Heart Advice for Difficult Times,378,722,3141,7877,13194,25312,https://www.goodreads.com/book/show/687278.When_Things_Fall_Apart
2251,Robert Schnakenberg,3.74,2458206,Nonfiction,Biography,9.78159E+12,English,"Secret Lives of Great Authors: What Your Teachers Never Told You about Famous Novelists, Poets, and Playwrights",10,54,337,400,213,1014,https://www.goodreads.com/book/show/2458206.Secret_Lives_of_Great_Authors
2252,Rudyard Kipling,4.09,34053,Classics,Fiction,9.78052E+12,English,Just So Stories,468,1608,8039,13907,16466,40488,https://www.goodreads.com/book/show/34053.Just_So_Stories
2253,Aristophanes,3.85,1591,Plays,Drama,9.78087E+12,English,Lysistrata,670,2088,7799,10725,9346,30628,https://www.goodreads.com/book/show/1591.Lysistrata
2254,James Salter,3.7,114511,Fiction,Novels,9.78037E+12,English,A Sport and a Pastime,186,640,1663,2241,1617,6347,https://www.goodreads.com/book/show/114511.A_Sport_and_a_Pastime
2255,Ian McEwan,3.44,6871,Fiction,Contemporary,9.78039E+12,English,Black Dogs,215,1015,3205,2984,1098,8517,https://www.goodreads.com/book/show/6871.Black_Dogs
2256,Salman Rushdie,3.58,1317696,Fiction,Historical,9.78022E+12,English,The Enchantress of Florence,592,1613,4482,5435,3049,15171,https://www.goodreads.com/book/show/1317696.The_Enchantress_of_Florence
2257,Thrity Umrigar,3.98,218357,Fiction,Cultural,9.78006E+12,English,The Space Between Us (Between Us #1),310,1285,7332,15281,10130,34338,https://www.goodreads.com/book/show/218357.The_Space_Between_Us
2258,Lorna Hill,3.96,507837,Childrens,Fiction,,English,Masquerade at the Wells (Sadler's Wells #4),1,9,57,80,69,216,https://www.goodreads.com/book/show/507837.Masquerade_at_the_Wells
2259,Lorna Hill,3.7,507836,Fiction,Childrens,9.78033E+12,English,Swan Feather (Sadler's Wells #10),1,12,25,35,23,96,https://www.goodreads.com/book/show/507836.Swan_Feather
2260,George Meredith,3.68,971088,Classics,Fiction,9.78014E+12,English,The Egoist,76,138,328,413,395,1350,https://www.goodreads.com/book/show/971088.The_Egoist
2261,Jonathan N. Tubb,3.78,2505162,History,Nonfiction,9.78068E+12,English,Bible Lands (Eyewitness Books),1,1,10,12,8,32,https://www.goodreads.com/book/show/2505162.Bible_Lands
2262,Lou Seibert Pappas,3.5,2505576,,,9.78081E+12,English,Fondue,0,2,3,3,2,10,https://www.goodreads.com/book/show/2505576.Fondue
2263,Khaled Al Khamissi,3.68,2091415,,,9.78191E+12,English,Taxi,443,1173,4214,5510,3180,14520,https://www.goodreads.com/book/show/2091415.Taxi
2264,Elizabeth Bowen,3.71,837890,Fiction,Classics,9.78014E+12,English,The House in Paris,29,124,396,517,327,1393,https://www.goodreads.com/book/show/837890.The_House_in_Paris
2265,Lori Culwell,3.64,501175,Womens Fiction,Fiction,9.7806E+12,English,Hollywood Car Wash,10,25,88,97,65,285,https://www.goodreads.com/book/show/501175.Hollywood_Car_Wash
2266,Kate Westbrook,3.44,965019,Fiction,Mystery,9.78072E+12,English,Guardian Angel (The Moneypenny Diaries #1),15,36,95,109,45,300,https://www.goodreads.com/book/show/965019.Guardian_Angel
2267,Magda Szabó,4.06,497499,Historical,European Literature,9.78184E+12,English,The Door,157,495,1908,3956,4012,10528,https://www.goodreads.com/book/show/497499.The_Door
2268,Steven Raichlen,4.13,488318,Food and Drink,Food and Drink,9.78076E+12,English,"How to Grill: The Complete Illustrated Book of Barbecue Techniques, A Barbecue Bible! Cookbook",14,50,226,466,541,1297,https://www.goodreads.com/book/show/488318.How_to_Grill
2269,Karen Rhea Nemet-Nejat,3.89,2524597,History,Nonfiction,9.78157E+12,English,Daily Life in Ancient Mesopotamia,1,2,13,27,14,57,https://www.goodreads.com/book/show/2524597.Daily_Life_in_Ancient_Mesopotamia
2270,Hannah Arendt,4.19,127227,Philosophy,Nonfiction,9.78023E+12,English,The Human Condition,57,160,710,1643,2105,4675,https://www.goodreads.com/book/show/127227.The_Human_Condition
2271,Edwidge Danticat,3.87,5186,,,9.78038E+12,English,"Breath, Eyes, Memory",332,1384,6217,9222,6805,23960,https://www.goodreads.com/book/show/5186.Breath_Eyes_Memory
2272,Guðbergur Bergsson,3.21,462660,Fiction,Contemporary,9.7819E+12,English,The Swan,14,31,56,54,21,176,https://www.goodreads.com/book/show/462660.The_Swan
2273,Candace Bushnell,2.81,6613,Womens Fiction,Fiction,9.7808E+12,English,Four Blondes,3979,5791,7369,4015,2586,23740,https://www.goodreads.com/book/show/6613.Four_Blondes
2274,Lewis Grassic Gibbon,3.91,1203812,Classics,Fiction,9.78086E+12,English,Sunset Song (A Scots Quair #1),130,198,481,861,1023,2693,https://www.goodreads.com/book/show/1203812.Sunset_Song
2275,Jeff Hobbs,2.99,458538,Fiction,New York,9.78074E+12,English,The Tourists,20,60,77,45,26,228,https://www.goodreads.com/book/show/458538.The_Tourists
2276,James Fenimore Cooper,3.37,38290,Classics,Fiction,9.78019E+12,English,The Pioneers (The Leatherstocking Tales #4),179,345,808,738,445,2515,https://www.goodreads.com/book/show/38290.The_Pioneers
2277,Joseph Conrad,3.61,12194,Classics,Fiction,9.78155E+12,English,Lord Jim,1114,2422,6726,7999,5683,23944,https://www.goodreads.com/book/show/12194.Lord_Jim
2278,Gary Mack,4.12,451720,Nonfiction,Psychology,9.78007E+12,,Mind Gym: An Athlete's Guide to Inner Excellence,23,85,356,589,829,1882,https://www.goodreads.com/book/show/451720.Mind_Gym
2279,Bernard Malamud,3.88,3068,Fiction,Classics,9.78037E+12,English,The Assistant,143,477,2013,3271,2374,8278,https://www.goodreads.com/book/show/3068.The_Assistant
2280,Kuki Gallmann,3.89,2167397,Cultural,Nonfiction,9.78014E+12,English,I Dreamed of Africa,59,185,665,1031,907,2847,https://www.goodreads.com/book/show/2167397.I_Dreamed_of_Africa
2281,Judy Blume,3.78,231849,Young Adult,Fiction,9.78044E+12,English,Blubber,520,1741,8503,10222,7395,28381,https://www.goodreads.com/book/show/231849.Blubber
2282,Samuel Beckett,3.82,17716,Plays,Classics,,English,Waiting for Godot,5157,10524,27755,40845,41401,125682,https://www.goodreads.com/book/show/17716.Waiting_for_Godot
2283,Richard Serra,4.4,437792,,,9.78387E+12,English,The Matter of Time,0,0,0,6,4,10,https://www.goodreads.com/book/show/437792.The_Matter_of_Time
2284,Ian Fleming,3.95,3762,Fiction,Thriller,9.78014E+12,English,On Her Majesty's Secret Service (James Bond (Original Series) #11),123,587,3594,5724,4399,14427,https://www.goodreads.com/book/show/3762.On_Her_Majesty_s_Secret_Service
2285,Jean Estoril,3.93,2617904,Childrens,European Literature,9.78036E+12,English,The Ballet Family Again (The Ballet Family #2),0,0,14,21,11,46,https://www.goodreads.com/book/show/2617904-the-ballet-family-again
2286,Johanna Hurwitz,3.76,424865,,,9.78059E+12,English,The Hot and Cold Summer,8,18,74,88,72,260,https://www.goodreads.com/book/show/424865.The_Hot_and_Cold_Summer
2287,Jacob D'Ancona,3.81,419398,History,Cultural,9.78081E+12,English,The City of Light,3,0,11,9,13,36,https://www.goodreads.com/book/show/419398.The_City_of_Light
2288,Jessica Bruder,4.16,407770,Art,Nonfiction,9.78142E+12,English,Burning Book: A Visual History of Burning Man,2,0,12,30,30,74,https://www.goodreads.com/book/show/407770.Burning_Book
2289,Michael Gruber,3.72,2641587,Fiction,Mystery,9.78006E+12,English,The Forgery of Venus,51,166,682,909,512,2320,https://www.goodreads.com/book/show/2641587-the-forgery-of-venus
2290,Noah Smithwick,4.03,3019018,History,Nonfiction,9.78029E+12,English,The Evolution of a State or Recollections of Old Texas Days,0,6,26,39,41,112,https://www.goodreads.com/book/show/3019018-the-evolution-of-a-state-or-recollections-of-old-texas-days
2291,Ludwig Bemelmans,4.22,475339,Childrens,Childrens,9.78059E+12,English,Madeline (Madeline),2706,6208,28568,46694,86561,170737,https://www.goodreads.com/book/show/475339.Madeline
2292,Will Durant,4.18,174713,History,Nonfiction,9.78157E+12,English,The Lessons of History,44,187,760,1519,2079,4589,https://www.goodreads.com/book/show/174713.The_Lessons_of_History
2293,Jean Craighead George,4.04,41667,Fiction,Young Adult,9.78014E+12,English,My Side of the Mountain (Mountain #1),937,2267,10839,19123,20242,53408,https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain
2294,Mike Davis,3,4596535,,,9.7806E+12,,The World Of Ballet And Dance,,,,,,2,https://www.goodreads.com/book/show/4596535-the-world-of-ballet-and-dance
2295,Mike Seate,4.4,388787,,,9.78076E+12,English,Jesse James: The Man and his Machines,0,0,0,3,2,5,https://www.goodreads.com/book/show/388787.Jesse_James
2296,Carlo Collodi,3.86,180617,Childrens,Fantasy,9.78014E+12,English,Pinocchio,1341,4322,15722,18238,19806,59429,https://www.goodreads.com/book/show/180617.Pinocchio
2297,Roman Krznaric,4.25,2665989,,,9.7819E+12,English,The First Beautiful Game: Stories of Obsession in Real Tennis,0,0,0,6,2,8,https://www.goodreads.com/book/show/2665989-the-first-beautiful-game
2298,Chris Ayres,3.39,384663,Nonfiction,Autobiography,9.78087E+12,English,Death by Leisure: A Cautionary Tale,3,18,46,30,20,117,https://www.goodreads.com/book/show/384663.Death_by_Leisure
2299,Eleni N. Gage,3.67,379079,Nonfiction,Autobiography,9.78031E+12,English,North of Ithaka: A Granddaughter Returns to Greece and Discovers Her Roots,9,26,66,103,58,262,https://www.goodreads.com/book/show/379079.North_of_Ithaka
2300,Marguerite Yourcenar,4.08,953435,Fiction,Cultural,,French,L'Œuvre au noir,54,170,500,1014,1253,2991,https://www.goodreads.com/book/show/953435.L_uvre_au_noir
2301,Joyce Cary,4.02,376465,Fiction,Classics,9.78094E+12,English,The Horse's Mouth (The First Trilogy #3),31,63,184,388,428,1094,https://www.goodreads.com/book/show/376465.The_Horse_s_Mouth
2302,Albert B. Facey,4.14,1189454,Biography,Nonfiction,9.78014E+12,English,A Fortunate Life,76,253,955,2126,2529,5939,https://www.goodreads.com/book/show/1189454.A_Fortunate_Life
2303,Fanny Burney,3.73,198496,Classics,Fiction,9.78019E+12,English,Cecilia,140,279,811,1028,934,3192,https://www.goodreads.com/book/show/198496.Cecilia
2304,Helen Greaves,4.39,8296739,,,9.7811E+12,English,Testimony of Light,1,4,20,50,100,175,https://www.goodreads.com/book/show/8296739-testimony-of-light
2305,Corinne Hofmann,3.41,8787,Nonfiction,Cultural,9.78006E+12,English,The White Masai (The White Masai #1),357,788,1763,1652,1077,5637,https://www.goodreads.com/book/show/8787.The_White_Masai
2306,Michael Gates Gill,3.42,427475,Nonfiction,Autobiography,9.78159E+12,English,How Starbucks Saved My Life: A Son of Privilege Learns to Live Like Everyone Else,387,1155,3018,2753,1406,8719,https://www.goodreads.com/book/show/427475.How_Starbucks_Saved_My_Life
2307,Rebecca Solnit,4.04,76479,Nonfiction,Writing,9.78014E+12,English,A Field Guide to Getting Lost,75,345,1237,2526,2386,6569,https://www.goodreads.com/book/show/76479.A_Field_Guide_to_Getting_Lost
2308,Phyllis C. Ralph,0,2733156,,,9.78082E+12,,"Victorian Transformations: Fairy Tales, Adolescence, and the Novel of Female Development",,,,,,0,https://www.goodreads.com/book/show/2733156-victorian-transformations
2309,Sigmund Freud,3.96,80453,Psychology,Philosophy,9.78039E+12,English,The Freud Reader,25,49,220,390,356,1040,https://www.goodreads.com/book/show/80453.The_Freud_Reader
2310,Herman Melville,3.1,15613,Classics,Fiction,9.78142E+12,English,"Billy Budd, Sailor",1523,2348,4044,3181,1737,12833,https://www.goodreads.com/book/show/15613.Billy_Budd_Sailor
2311,Mordecai Richler,3.9,226759,Childrens,Cultural,9.78089E+12,English,Jacob Two-Two Meets the Hooded Fang,31,89,397,563,507,1587,https://www.goodreads.com/book/show/226759.Jacob_Two_Two_Meets_the_Hooded_Fang
2312,Giorgio Bassani,3.79,355789,Fiction,European Literature,9.7814E+12,English,The Garden of the Finzi-Continis (Il romanzo di Ferrara #3),140,362,1181,1801,1310,4794,https://www.goodreads.com/book/show/355789.The_Garden_of_the_Finzi_Continis
2313,Samuel Richardson,3.35,529243,Classics,Fiction,9.78014E+12,English,"Clarissa, or, the History of a Young Lady",581,1050,2227,1718,1488,7064,https://www.goodreads.com/book/show/529243.Clarissa_or_the_History_of_a_Young_Lady
2314,Jesse James,3.67,354625,,,9.78014E+12,English,I Am Jesse James,1,2,6,2,7,18,https://www.goodreads.com/book/show/354625.I_Am_Jesse_James
2315,Yousef Khanfar,4.67,350250,,,9.78097E+12,English,In Search of Peace,,,,,,3,https://www.goodreads.com/book/show/350250.In_Search_of_Peace
2316,Sinclair Lewis,3.65,169718,Fiction,Classics,9.78143E+12,English,Babbitt,654,1637,5364,6781,4079,18515,https://www.goodreads.com/book/show/169718.Babbitt
2317,Friedrich Nietzsche,4.01,18271,Philosophy,Nonfiction,9.78142E+12,English,Beyond Good and Evil,868,2224,9175,16764,16686,45717,https://www.goodreads.com/book/show/18271.Beyond_Good_and_Evil
2318,Alan Moorehead,4.1,345912,History,Cultural,9.78006E+12,English,The White Nile,15,28,185,390,389,1007,https://www.goodreads.com/book/show/345912.The_White_Nile
2319,Elsie De Wolfe,3.77,344952,,,9.78085E+12,English,The House in Good Taste,1,4,26,29,19,79,https://www.goodreads.com/book/show/344952.The_House_in_Good_Taste
2320,Betty Cavanna,4,2760444,,,9.78066E+12,English,Spring Comes Riding,0,1,11,17,13,42,https://www.goodreads.com/book/show/2760444-spring-comes-riding
2321,John Lawrence Peterson,3.9,337879,Fantasy,Fiction,9.78059E+12,English,The Littles and the Big Storm (The Littles #9),0,15,92,103,92,302,https://www.goodreads.com/book/show/337879.The_Littles_and_the_Big_Storm
2322,William Shakespeare,3.66,13006,Classics,Plays,9.7802E+12,English,Julius Caesar,3472,13561,43997,49478,32865,143373,https://www.goodreads.com/book/show/13006.Julius_Caesar
2323,Stan Berenstain,4.29,900070,,,9.78039E+12,English,The Berenstain Bears Go to School (The Berenstain Bears),209,468,2693,3533,8890,15793,https://www.goodreads.com/book/show/900070.The_Berenstain_Bears_Go_to_School
2324,Stan Berenstain,4.08,900072,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears Go to Camp (The Berenstain Bears),20,88,552,554,965,2179,https://www.goodreads.com/book/show/900072.The_Berenstain_Bears_Go_to_Camp
2325,Stan Berenstain,4.02,900066,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears and the Bad Dream (The Berenstain Bears),32,98,572,579,918,2199,https://www.goodreads.com/book/show/900066.The_Berenstain_Bears_and_the_Bad_Dream
2326,Stan Berenstain,4.05,183999,Childrens,Childrens,9.78081E+12,English,The Berenstain Bears and the Trouble with Friends (The Berenstain Bears),82,237,1315,1410,2286,5330,https://www.goodreads.com/book/show/183999.The_Berenstain_Bears_and_the_Trouble_with_Friends
2327,Jonathan Scott,4.75,2790047,,,9.78086E+12,,Jonathan Scott's Safari Guide to East African Animals,,,,,,4,https://www.goodreads.com/book/show/2790047-jonathan-scott-s-safari-guide-to-east-african-animals
2328,Shakti Gawain,4.19,336734,Spirituality,Self Help,9.78158E+12,English,Living in the Light: A Guide to Personal and Planetary Transformation,37,100,571,1044,1488,3240,https://www.goodreads.com/book/show/336734.Living_in_the_Light
2329,Andrew Lang,4.64,2808405,Fantasy,Fantasy,,English,My Own Fairy Book (Coloured Fairy Books),0,0,1,6,15,22,https://www.goodreads.com/book/show/2808405-my-own-fairy-book
2330,Eleanor H. Porter,3.96,1000751,Classics,Fiction,9.78069E+12,English,Pollyanna (Pollyanna #1),1424,3661,15556,21064,24454,66159,https://www.goodreads.com/book/show/1000751.Pollyanna
2331,Stan Berenstain,4.04,822187,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears' Trouble with Money (The Berenstain Bears),59,168,1045,1075,1735,4082,https://www.goodreads.com/book/show/822187.The_Berenstain_Bears_Trouble_with_Money
2332,John Updike,3.29,217518,Fiction,Fantasy,9.78045E+12,English,The Witches of Eastwick (Eastwick #1),818,2012,4701,3882,1790,13203,https://www.goodreads.com/book/show/217518.The_Witches_of_Eastwick
2333,Stan Berenstain,4.03,201138,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears and Too Much TV (The Berenstain Bears),330,777,2983,3442,5873,13405,https://www.goodreads.com/book/show/201138.The_Berenstain_Bears_and_Too_Much_TV
2334,Joseph Conrad,3.42,4902,Classics,Fiction,9.78158E+12,English,Heart of Darkness,27446,46324,91335,95926,72467,333498,https://www.goodreads.com/book/show/4902.Heart_of_Darkness
2335,Gustave Flaubert,3.83,2183,Fiction,Cultural,9.78014E+12,English,Sentimental Education,428,1192,3476,5047,4644,14787,https://www.goodreads.com/book/show/2183.Sentimental_Education
2336,Annie Proulx,3.84,7354,Fiction,Contemporary,9.78074E+12,English,The Shipping News,3440,8358,25939,42606,34689,115032,https://www.goodreads.com/book/show/7354.The_Shipping_News
2337,Selina Lake,3.91,2858656,,,9.78185E+12,English,Bazaar Style: Decorating with Market and Vintage Finds,2,13,51,51,67,184,https://www.goodreads.com/book/show/2858656-bazaar-style
2338,Elizabeth Gaskell,3.71,54620,Classics,Fiction,9.78019E+12,English,Mary Barton,427,1172,4007,5170,3489,14265,https://www.goodreads.com/book/show/54620.Mary_Barton
2339,Charles Dickens,4.07,31244,Classics,Fiction,9.78038E+12,English,Our Mutual Friend,495,1080,4091,7442,9190,22298,https://www.goodreads.com/book/show/31244.Our_Mutual_Friend
2340,Halldór Kiljan Laxness,3.88,150472,Fiction,Classics,9.78186E+12,English,The Fish Can Sing,24,73,356,573,402,1428,https://www.goodreads.com/book/show/150472.The_Fish_Can_Sing
2341,Stan Berenstain,4.14,263599,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears' Moving Day (The Berenstain Bears),133,387,2388,2670,5073,10651,https://www.goodreads.com/book/show/263599.The_Berenstain_Bears_Moving_Day
2342,Stan Berenstain,4.06,310070,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears in the Dark (The Berenstain Bears),130,448,2259,2426,4092,9355,https://www.goodreads.com/book/show/310070.The_Berenstain_Bears_in_the_Dark
2343,Stan Berenstain,4.08,310039,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears No Girls Allowed (The Berenstain Bears),117,363,1870,2246,3582,8178,https://www.goodreads.com/book/show/310039.The_Berenstain_Bears_No_Girls_Allowed
2344,Stella Tillyard,4.08,306822,History,Biography,9.78037E+12,English,"Aristocrats: Caroline, Emily, Louisa, and Sarah Lennox, 1740-1832",34,69,283,606,647,1639,https://www.goodreads.com/book/show/306822.Aristocrats
2345,Daniel Nagrin,3.81,304748,,,9.78069E+12,English,How to Dance Forever: Surviving Against the Odds,0,2,13,12,10,37,https://www.goodreads.com/book/show/304748.How_to_Dance_Forever
2346,H.L. Mencken,3.96,300841,Nonfiction,Writing,9.78039E+12,English,A Mencken Chrestomathy,70,75,215,389,526,1275,https://www.goodreads.com/book/show/300841.A_Mencken_Chrestomathy
