Label	GroupId	CoveredQueryTermNumberAnchor	CoveredQueryTermNumberTitle	CoveredQueryTermNumberUrl	CoveredQueryTermNumberWholeDocument	CoveredQueryTermNumberBody	CoveredQueryTermRatioAnchor	CoveredQueryTermRatioTitle	CoveredQueryTermRatioUrl	CoveredQueryTermRatioWholeDocument	CoveredQueryTermRatioBody	StreamLengthAnchor	StreamLengthTitle	StreamLengthUrl	StreamLengthWholeDocument	StreamLengthBody	IdfAnchor	IdfTitle	IdfUrl	IdfWholeDocument	IdfBody	SumTfAnchor	SumTfTitle	SumTfUrl	SumTfWholeDocument	SumTfBody	MinTfAnchor	MinTfTitle	MinTfUrl	MinTfWholeDocument	MinTfBody	MaxTfAnchor	MaxTfTitle	MaxTfUrl	MaxTfWholeDocument	MaxTfBody	MeanTfAnchor	MeanTfTitle	MeanTfUrl	MeanTfWholeDocument	MeanTfBody	VarianceTfAnchor	VarianceTfTitle	VarianceTfUrl	VarianceTfWholeDocument	VarianceTfBody	SumStreamLengthNormalizedTfAnchor	SumStreamLengthNormalizedTfTitle	SumStreamLengthNormalizedTfUrl	SumStreamLengthNormalizedTfWholeDocument	SumStreamLengthNormalizedTfBody	MinStreamLengthNormalizedTfAnchor	MinStreamLengthNormalizedTfTitle	MinStreamLengthNormalizedTfUrl	MinStreamLengthNormalizedTfWholeDocument	MinStreamLengthNormalizedTfBody	MaxStreamLengthNormalizedTfAnchor	MaxStreamLengthNormalizedTfTitle	MaxStreamLengthNormalizedTfUrl	MaxStreamLengthNormalizedTfWholeDocument	MaxStreamLengthNormalizedTfBody	MeanStreamLengthNormalizedTfAnchor	MeanStreamLengthNormalizedTfTitle	MeanStreamLengthNormalizedTfUrl	MeanStreamLengthNormalizedTfWholeDocument	MeanStreamLengthNormalizedTfBody	VarianceStreamLengthNormalizedTfAnchor	VarianceStreamLengthNormalizedTfTitle	VarianceStreamLengthNormalizedTfUrl	VarianceStreamLengthNormalizedTfWholeDocument	VarianceStreamLengthNormalizedTfBody	SumTfidfAnchor	SumTfidfTitle	SumTfidfUrl	SumTfidfWholeDocument	SumTfidfBody	MinTfidfAnchor	MinTfidfTitle	MinTfidfUrl	MinTfidfWholeDocument	MinTfidfBody	MaxTfidfAnchor	MaxTfidfTitle	MaxTfidfUrl	MaxTfidfWholeDocument	MaxTfidfBody	MeanTfidfAnchor	MeanTfidfTitle	MeanTfidfUrl	MeanTfidfWholeDocument	MeanTfidfBody	VarianceTfidfAnchor	VarianceTfidfTitle	VarianceTfidfUrl	VarianceTfidfWholeDocument	VarianceTfidfBody	BooleanModelAnchor	BooleanModelTitle	BooleanModelUrl	BooleanModelWholeDocument	BooleanModelBody	VectorSpaceModelAnchor	VectorSpaceModelTitle	VectorSpaceModelUrl	VectorSpaceModelWholeDocument	VectorSpaceModelBody	Bm25Anchor	Bm25Title	Bm25Url	Bm25WholeDocument	Bm25Body	LmirAbsAnchor	LmirAbsTitle	LmirAbsUrl	LmirAbsWholeDocument	LmirAbsBody	LmirDirAnchor	LmirDirTitle	LmirDirUrl	LmirDirWholeDocument	LmirDirBody	LmirJmAnchor	LmirJmTitle	LmirJmUrl	LmirJmWholeDocument	LmirJm	NumberSlashInUrl	LengthUrl	InlinkNumber	OutlinkNumber	PageRank	SiteRank	QualityScore	QualityScore2	QueryUrlClickCount	UrlClickCount	UrlDwellTime
2	136	1	0	1	0	1	1	0	1	0	1	253	0	4	4	261	7.42412	11.903003	11.106779	12.018758	7.423516	10	0	1	0	11	10	0	1	0	11	10	0	1	0	11	10	0	1	0	11	0	0	0	0	0	0.039526	0	0.25000	0	0.042146	0.039526	0	0.25000	0	0.042146	0.039526	0	0.25000	0	0.042146	0.039526	0	0.25000	0	0.042146	0	0	0	0	0	74.241199	0	11.106779	0	81.658676	74.241199	0	11.106779	0	81.658676	74.241199	0	11.106779	0	81.658676	74.241199	0	11.106779	0	81.658676	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	23.393692	0	15.107613	0	23.596378	-3.30336	-3.283383	-2.590245	-4.03716	-3.232363	-5.417169	-7.600378	-7.598249	-7.607946	-5.325426	-3.336161	-2.18480	-1.491654	-2.938573	-3.271982	2	19	2	0	33882	2984	3	3	0	0	0	
2	136	1	1	1	1	1	1	1	1	1	1	164	1	1	6	172	7.42412	11.903003	11.106779	12.018758	7.423516	3	1	1	1	6	3	1	1	1	6	3	1	1	1	6	3	1	1	1	6	0	0	0	0	0	0.018293	1	1	0.166667	0.034884	0.018293	1	1	0.166667	0.034884	0.018293	1	1	0.166667	0.034884	0.018293	1	1	0.166667	0.034884	0	0	0	0	0	22.27236	11.903003	11.106779	12.018758	44.541096	22.27236	11.903003	11.106779	12.018758	44.541096	22.27236	11.903003	11.106779	12.018758	44.541096	22.27236	11.903003	11.106779	12.018758	44.541096	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	20.020046	20.19352	21.983915	14.515213	22.581924	-4.266917	-1.203968	-1.203967	-2.995722	-3.479769	-6.580222	-7.596886	-7.59675	-7.602478	-5.891202	-4.106607	-0.10536	-0.10536	-1.89712	-3.461091	2	34	0	8	153	4184	6	104	0	3	14.8	
2	136	1	0	1	0	1	1	0	1	0	1	19	2	3	6	30	7.42412	11.903003	11.106779	12.018758	7.423516	2	0	1	0	3	2	0	1	0	3	2	0	1	0	3	2	0	1	0	3	0	0	0	0	0	0.105263	0	0.333333	0	0.10000	0.105263	0	0.333333	0	0.10000	0.105263	0	0.333333	0	0.10000	0.105263	0	0.333333	0	0.10000	0	0	0	0	0	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	20.415014	0	16.866119	0	21.831582	-2.682063	-3.283383	-2.302569	-4.03716	-2.568279	-6.915892	-7.600378	-7.597749	-7.607946	-6.516295	-2.356651	-2.18480	-1.203972	-2.938573	-2.407944	2	33	0	2	44604	3637	38	7	0	0	0	
2	136	1	0	1	0	1	1	0	1	0	1	120	0	8	4	132	7.42412	11.903003	11.106779	12.018758	7.423516	4	0	1	0	5	4	0	1	0	5	4	0	1	0	5	4	0	1	0	5	0	0	0	0	0	0.033333	0	0.12500	0	0.037879	0.033333	0	0.12500	0	0.037879	0.033333	0	0.12500	0	0.037879	0.033333	0	0.12500	0	0.037879	0	0	0	0	0	29.696479	0	11.106779	0	37.11758	29.696479	0	11.106779	0	37.11758	29.696479	0	11.106779	0	37.11758	29.696479	0	11.106779	0	37.11758	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	21.707421	0	10.661309	0	22.361348	-3.593547	-3.283383	-3.283371	-4.03716	-3.424169	-6.272217	-7.600378	-7.600243	-7.607946	-6.054847	-3.506553	-2.18480	-2.18480	-2.938573	-3.378721	2	18	47	0	56141	20115	5	5	0	0	0	
1	136	1	1	1	0	1	1	1	1	0	1	377	3	4	7	391	7.42412	11.903003	11.106779	12.018758	7.423516	18	2	2	0	22	18	2	2	0	22	18	2	2	0	22	18	2	2	0	22	0	0	0	0	0	0.047745	0.666667	0.50000	0	0.056266	0.047745	0.666667	0.50000	0	0.056266	0.047745	0.666667	0.50000	0	0.056266	0.047745	0.666667	0.50000	0	0.056266	0	0	0	0	0	133.634158	23.806005	22.213558	0	163.317352	133.634158	23.806005	22.213558	0	163.317352	133.634158	23.806005	22.213558	0	163.317352	133.634158	23.806005	22.213558	0	163.317352	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	24.102834	19.88953	21.758971	0	24.409855	-3.081527	-0.836246	-1.123926	-4.03716	-2.909991	-4.883076	-6.906993	-6.907425	-7.607946	-4.688304	-3.147231	-0.510825	-0.798507	-2.938573	-2.983023	2	48	128	6	2547	8472	6	9	0	3	10.1	
2	136	1	0	1	1	1	1	0	1	1	1	149	0	3	7	159	7.42412	11.903003	11.106779	12.018758	7.423516	7	0	1	1	9	7	0	1	1	9	7	0	1	1	9	7	0	1	1	9	0	0	0	0	0	0.04698	0	0.333333	0.142857	0.056604	0.04698	0	0.333333	0.142857	0.056604	0.04698	0	0.333333	0.142857	0.056604	0.04698	0	0.333333	0.142857	0.056604	0	0	0	0	0	51.968839	0	11.106779	12.018758	66.811644	51.968839	0	11.106779	12.018758	66.811644	51.968839	0	11.106779	12.018758	66.811644	51.968839	0	11.106779	12.018758	66.811644	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	23.14798	0	16.866119	13.435018	23.684913	-3.163383	-3.283383	-2.302569	-3.149871	-2.952638	-5.726471	-7.600378	-7.597749	-7.602976	-5.479881	-3.163394	-2.18480	-1.203972	-2.05127	-2.977038	4	48	8503	0	64903	44633	7	4	0	0	0	
1	136	1	0	1	0	1	1	0	1	0	1	346	0	2	4	352	7.42412	11.903003	11.106779	12.018758	7.423516	8	0	1	0	9	8	0	1	0	9	8	0	1	0	9	8	0	1	0	9	0	0	0	0	0	0.023121	0	0.50000	0	0.025568	0.023121	0	0.50000	0	0.025568	0.023121	0	0.50000	0	0.025568	0.023121	0	0.50000	0	0.025568	0	0	0	0	0	59.392959	0	11.106779	0	66.811644	59.392959	0	11.106779	0	66.811644	59.392959	0	11.106779	0	66.811644	59.392959	0	11.106779	0	66.811644	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	22.278555	0	19.087928	0	22.646426	-3.858541	-3.283383	-1.897109	-4.03716	-3.747355	-5.680696	-7.600378	-7.59725	-7.607946	-5.565502	-3.872351	-2.18480	-0.798507	-2.938573	-3.771761	2	24	56	0	13871	867	4	14	0	0	0	
0	136	0	0	0	0	0	0	0	0	0	0	45	0	5	4	54	7.42412	11.903003	11.106779	12.018758	7.423516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.174432	-3.283383	-4.787312	-4.03716	-8.191161	-8.025493	-7.600378	-7.614091	-7.607946	-8.031334	-7.076873	-2.18480	-3.68887	-2.938573	-7.093614	1	25	0	0	679	56	178	216	0	0	0	
2	136	1	0	1	0	1	1	0	1	0	1	16	0	4	4	24	7.42412	11.903003	11.106779	12.018758	7.423516	2	0	1	0	3	2	0	1	0	3	2	0	1	0	3	2	0	1	0	3	0	0	0	0	0	0.12500	0	0.25000	0	0.12500	0.12500	0	0.25000	0	0.12500	0.12500	0	0.25000	0	0.12500	0.12500	0	0.25000	0	0.12500	0	0	0	0	0	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	20.472943	0	15.107613	0	21.917985	-2.510216	-3.283383	-2.590245	-4.03716	-2.345138	-6.914405	-7.600378	-7.598249	-7.607946	-6.513335	-2.184801	-2.18480	-1.491654	-2.938573	-2.184801	1	30	0	0	4777	649	32	8	0	0	0	
2	136	1	0	1	0	1	1	0	1	0	1	135	0	3	3	141	7.42412	11.903003	11.106779	12.018758	7.423516	5	0	1	0	6	5	0	1	0	6	5	0	1	0	6	5	0	1	0	6	0	0	0	0	0	0.037037	0	0.333333	0	0.042553	0.037037	0	0.333333	0	0.042553	0.037037	0	0.333333	0	0.042553	0.037037	0	0.333333	0	0.042553	0	0	0	0	0	37.120599	0	11.106779	0	44.541096	37.120599	0	11.106779	0	44.541096	37.120599	0	11.106779	0	44.541096	37.120599	0	11.106779	0	44.541096	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	22.307547	0	16.866119	0	22.82233	-3.44664	-3.283383	-2.302569	-4.03716	-3.281037	-6.056256	-7.600378	-7.597749	-7.607946	-5.876827	-3.401193	-2.18480	-1.203972	-2.938573	-3.262357	1	18	0	0	15567	1424	4	3	0	0	0	
2	136	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7.42412	11.903003	11.106779	12.018758	7.423516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.174432	-3.283383	-4.787312	-4.03716	-8.191161	-8.025493	-7.600378	-7.614091	-7.607946	-8.031334	-7.076873	-2.18480	-3.68887	-2.938573	-7.093614	2	23	4	0	8752	1182	1	94	0	0	0	
1	136	1	0	1	1	1	1	0	1	1	1	270	0	4	4	278	7.42412	11.903003	11.106779	12.018758	7.423516	8	0	2	1	11	8	0	2	1	11	8	0	2	1	11	8	0	2	1	11	0	0	0	0	0	0.02963	0	0.50000	0.25000	0.039568	0.02963	0	0.50000	0.25000	0.039568	0.02963	0	0.50000	0.25000	0.039568	0.02963	0	0.50000	0.25000	0.039568	0	0	0	0	0	59.392959	0	22.213558	12.018758	81.658676	59.392959	0	22.213558	12.018758	81.658676	59.392959	0	22.213558	12.018758	81.658676	59.392959	0	22.213558	12.018758	81.658676	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	22.72293	0	21.758971	17.296547	23.518943	-3.610529	-3.283383	-1.123926	-2.590261	-3.295463	-5.647764	-7.600378	-6.907425	-7.60148	-5.332917	-3.624336	-2.18480	-0.798507	-1.491655	-3.335083	1	21	0	0	6304	603	5	4	0	0	0	
0	136	1	1	1	1	1	1	1	1	1	1	255	3	8	7	273	7.42412	11.903003	11.106779	12.018758	7.423516	11	1	1	1	14	11	1	1	1	14	11	1	1	1	14	11	1	1	1	14	0	0	0	0	0	0.043137	0.333333	0.12500	0.142857	0.051282	0.043137	0.333333	0.12500	0.142857	0.051282	0.043137	0.333333	0.12500	0.142857	0.051282	0.043137	0.333333	0.12500	0.142857	0.051282	0	0	0	0	0	81.665319	11.903003	11.106779	12.018758	103.929224	81.665319	11.903003	11.106779	12.018758	103.929224	81.665319	11.903003	11.106779	12.018758	103.929224	81.665319	11.903003	11.106779	12.018758	103.929224	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	23.598311	13.063038	10.661309	13.435018	24.025267	-3.209106	-2.302569	-3.283371	-3.149871	-3.021697	-5.32277	-7.597885	-7.600243	-7.602976	-5.089609	-3.248725	-1.203972	-2.18480	-2.05127	-3.075772	3	43	16	4	38098	20115	4	5	0	0	0	
1	136	1	0	1	0	1	1	0	1	0	1	332	0	17	4	353	7.42412	11.903003	11.106779	12.018758	7.423516	13	0	2	0	15	13	0	2	0	15	13	0	2	0	15	13	0	2	0	15	0	0	0	0	0	0.039157	0	0.117647	0	0.042493	0.039157	0	0.117647	0	0.042493	0.039157	0	0.117647	0	0.042493	0.039157	0	0.117647	0	0.042493	0	0	0	0	0	96.513558	0	22.213558	0	111.35274	96.513558	0	22.213558	0	111.35274	96.513558	0	22.213558	0	111.35274	96.513558	0	22.213558	0	111.35274	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	23.626951	0	11.011191	0	23.868993	-3.295522	-3.283383	-2.570829	-4.03716	-3.206197	-5.189329	-7.600378	-6.913891	-7.607946	-5.055219	-3.345542	-2.18480	-2.245424	-2.938573	-3.263775	1	23	0	0	3000	290	1	11	0	3	3.73333333333334	
2	136	1	0	1	0	1	1	0	1	0	1	19	2	3	6	30	7.42412	11.903003	11.106779	12.018758	7.423516	2	0	1	0	3	2	0	1	0	3	2	0	1	0	3	2	0	1	0	3	0	0	0	0	0	0.105263	0	0.333333	0	0.10000	0.105263	0	0.333333	0	0.10000	0.105263	0	0.333333	0	0.10000	0.105263	0	0.333333	0	0.10000	0	0	0	0	0	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	14.84824	0	11.106779	0	22.270548	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	20.415014	0	16.866119	0	21.831582	-2.682063	-3.283383	-2.302569	-4.03716	-2.568279	-6.915892	-7.600378	-7.597749	-7.607946	-6.516295	-2.356651	-2.18480	-1.203972	-2.938573	-2.407944	2	33	0	2	44586	3637	38	7	0	0	0	
1	136	1	0	1	0	1	1	0	1	0	1	749	0	10	4	763	7.42412	11.903003	11.106779	12.018758	7.423516	22	0	2	0	24	22	0	2	0	24	22	0	2	0	24	22	0	2	0	24	0	0	0	0	0	0.029372	0	0.20000	0	0.031455	0.029372	0	0.20000	0	0.031455	0.029372	0	0.20000	0	0.031455	0.029372	0	0.20000	0	0.031455	0	0	0	0	0	163.330637	0	22.213558	0	178.164384	163.330637	0	22.213558	0	178.164384	163.330637	0	22.213558	0	178.164384	163.330637	0	22.213558	0	178.164384	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	23.526604	0	15.00104	0	23.719242	-3.560023	-3.283383	-2.040212	-4.03716	-3.488796	-4.82783	-7.600378	-6.910414	-7.607946	-4.745908	-3.633052	-2.18480	-1.714797	-2.938573	-3.56456	1	29	0	0	47589	11499	11	11	0	52	15.9961904761905	
1	136	1	0	1	1	1	1	0	1	1	1	993	0	9	8	1010	7.42412	11.903003	11.106779	12.018758	7.423516	38	0	2	1	41	38	0	2	1	41	38	0	2	1	41	38	0	2	1	41	0	0	0	0	0	0.038268	0	0.222222	0.12500	0.040594	0.038268	0	0.222222	0.12500	0.040594	0.038268	0	0.222222	0.12500	0.040594	0.038268	0	0.222222	0.12500	0.040594	0	0	0	0	0	282.116555	0	22.213558	12.018758	304.364156	282.116555	0	22.213558	12.018758	304.364156	282.116555	0	22.213558	12.018758	304.364156	282.116555	0	22.213558	12.018758	304.364156	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	24.151351	0	15.819936	12.50446	24.282935	-3.281728	-3.283383	-1.93485	-3.283401	-3.221346	-4.366376	-7.600378	-6.909917	-7.603474	-4.296059	-3.368501	-2.18480	-1.609437	-2.184801	-3.30949	3	61	0	2	11417	9662	33	13	0	23	73.94	
0	136	1	1	1	1	1	1	1	1	1	1	258	5	5	6	274	7.42412	11.903003	11.106779	12.018758	7.423516	6	2	1	1	10	6	2	1	1	10	6	2	1	1	10	6	2	1	1	10	0	0	0	0	0	0.023256	0.40000	0.20000	0.166667	0.036496	0.023256	0.40000	0.20000	0.166667	0.036496	0.023256	0.40000	0.20000	0.166667	0.036496	0.023256	0.40000	0.20000	0.166667	0.036496	0	0	0	0	0	44.544719	23.806005	11.106779	12.018758	74.23516	44.544719	23.806005	11.106779	12.018758	74.23516	44.544719	23.806005	11.106779	12.018758	74.23516	44.544719	23.806005	11.106779	12.018758	74.23516	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	21.898668	15.675646	13.681177	14.515213	23.317675	-3.885223	-1.347069	-2.813384	-2.995722	-3.383096	-5.930035	-6.907991	-7.598747	-7.602478	-5.426445	-3.866554	-1.021651	-1.714797	-1.89712	-3.415899	3	29	234	20	13164	65535	1	1	0	0	0	
1	136	1	0	1	0	1	1	0	1	0	1	188	0	8	4	200	7.42412	11.903003	11.106779	12.018758	7.423516	7	0	1	0	8	7	0	1	0	8	7	0	1	0	8	7	0	1	0	8	0	0	0	0	0	0.037234	0	0.12500	0	0.04000	0.037234	0	0.12500	0	0.04000	0.037234	0	0.12500	0	0.04000	0.037234	0	0.12500	0	0.04000	0	0	0	0	0	51.968839	0	11.106779	0	59.388128	51.968839	0	11.106779	0	59.388128	51.968839	0	11.106779	0	59.388128	51.968839	0	11.106779	0	59.388128	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	22.875382	0	10.661309	0	23.174791	-3.395879	-3.283383	-3.283371	-4.03716	-3.310431	-5.744456	-7.600378	-7.600243	-7.607946	-5.61644	-3.395888	-2.18480	-2.18480	-2.938573	-3.324233	1	25	0	1	3482	812	14	4	0	1	2	
1	136	1	1	1	0	1	1	1	1	0	1	162	1	4	6	173	7.42412	11.903003	11.106779	12.018758	7.423516	4	1	1	0	6	4	1	1	0	6	4	1	1	0	6	4	1	1	0	6	0	0	0	0	0	0.024691	1	0.25000	0	0.034682	0.024691	1	0.25000	0	0.034682	0.024691	1	0.25000	0	0.034682	0.024691	1	0.25000	0	0.034682	0	0	0	0	0	29.696479	11.903003	11.106779	0	44.541096	29.696479	11.903003	11.106779	0	44.541096	29.696479	11.903003	11.106779	0	44.541096	29.696479	11.903003	11.106779	0	44.541096	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	21.259678	20.19352	15.107613	0	22.574253	-3.893643	-1.203968	-2.590245	-4.03716	-3.485564	-6.291835	-7.596886	-7.598249	-7.607946	-5.891662	-3.806657	-0.10536	-1.491654	-2.938573	-3.466888	2	43	3	5	10754	786	3	18	0	0	0	
0	151	3	0	2	1	3	1	0	0.666667	0.333333	1	302	0	6	8	316	9.120328	23.379764	20.593075	23.151571	9.118228	43	0	2	1	46	7	0	0	0	7	20	0	1	1	21	14.333333	0	0.666667	0.333333	15.333333	29.555556	0	0.222222	0.222222	36.222222	0.142384	0	0.333333	0.12500	0.14557	0.023179	0	0	0	0.022152	0.066225	0	0.166667	0.12500	0.066456	0.047461	0	0.111111	0.041667	0.048523	0.000324	0	0.006173	0.003472	0.000363	145.010683	0	15.144925	8.182622	157.180451	10.317977	0	0	0	10.314812	72.935671	0	7.881695	8.182622	82.036254	48.336894	0	5.048308	2.727541	52.393484	743.546009	0	12.806458	14.878958	934.653344	1	0	0	0	1	0.979597	0	0.89131	0.61011	0.980675	29.394199	0	17.045868	8.513299	29.50494	-9.593303	-22.686973	-13.715969	-23.184891	-9.555682	-15.359205	-24.594429	-22.290614	-26.735553	-15.21256	-9.730436	-24.748414	-13.466745	-25.978706	-9.699716	2	31	3	0	690	32866	11	6	0	0	0	
1	151	3	0	3	3	3	1	0	1	1	1	708	0	6	11	725	9.120328	23.379764	20.593075	23.151571	9.118228	27	0	3	3	33	8	0	1	1	10	11	0	1	1	13	9	0	1	1	11	2	0	0	0	2	0.038136	0	0.50000	0.272727	0.045517	0.011299	0	0.166667	0.090909	0.013793	0.015537	0	0.166667	0.090909	0.017931	0.012712	0	0.166667	0.090909	0.015172	0.000004	0	0	0	0.000004	86.638062	0	20.593075	23.151571	104.854987	11.791974	0	5.448151	6.824195	14.735446	50.143274	0	7.881695	8.182622	59.248406	28.879354	0	6.864358	7.71719	34.951662	253.858773	0	1.066572	0.398959	338.559274	1	0	1	1	1	0.989321	0	1	1	0.99258	25.818529	0	23.177853	19.943165	26.72518	-13.359401	-22.686973	-8.976223	-10.800444	-12.772982	-17.00101	-24.594429	-21.706258	-22.450893	-16.436389	-13.440278	-24.748414	-5.690836	-7.509521	-12.899281	3	53	1	13	171	35675	2	6	0	0	0	
1	151	2	0	1	0	2	0.666667	0	0.333333	0	0.666667	491	0	5	7	503	9.120328	23.379764	20.593075	23.151571	9.118228	6	0	1	0	7	0	0	0	0	0	5	0	1	0	6	2	0	0.333333	0	2.333333	4.666667	0	0.222222	0	6.888889	0.01222	0	0.20000	0	0.013917	0	0	0	0	0	0.010183	0	0.20000	0	0.011928	0.004073	0	0.066667	0	0.004639	0.000019	0	0.008889	0	0.000027	24.266394	0	7.881695	0	28.818963	0	0	0	0	0	22.792397	0	7.881695	0	27.345418	8.088798	0	2.627232	0	9.606321	108.460025	0	13.804692	0	157.699672	0	0	0	0	0	0.808431	0	0.655427	0	0.805552	13.869928	0	9.708563	0	14.386647	-22.387632	-22.686973	-20.118362	-24.852107	-22.226442	-22.606898	-24.594429	-24.090816	-27.92339	-22.450809	-22.339341	-24.748414	-22.912215	-27.648536	-22.211791	2	38	9	0	154	629	21	34	0	0	0	
2	151	3	0	3	0	3	1	0	1	0	1	447	0	7	10	464	9.120328	23.379764	20.593075	23.151571	9.118228	19	0	3	0	22	5	0	1	0	6	7	0	1	0	8	6.333333	0	1	0	7.333333	0.888889	0	0	0	0.888889	0.042506	0	0.428571	0	0.047414	0.011186	0	0.142857	0	0.012931	0.01566	0	0.142857	0	0.017241	0.014169	0	0.142857	0	0.015805	0.000004	0	0	0	0.000004	60.894302	0	20.593075	0	69.998733	7.369984	0	5.448151	0	8.841268	31.909356	0	7.881695	0	36.460557	20.298101	0	6.864358	0	23.332911	101.230527	0	1.066572	0	128.06777	1	0	1	0	1	0.99671	0	1	0	0.997494	25.775392	0	21.33705	0	26.40167	-13.146683	-22.686973	-9.436853	-24.852107	-12.75849	-17.679543	-24.594429	-21.707753	-27.92339	-17.285556	-13.116408	-24.748414	-6.15320	-27.648536	-12.779802	4	70	0	28	184	62837	10	4	0	0	0	
0	151	2	0	2	0	2	0.666667	0	0.666667	0	0.666667	50	0	14	6	70	9.120328	23.379764	20.593075	23.151571	9.118228	6	0	2	0	8	0	0	0	0	0	3	0	1	0	4	2	0	0.666667	0	2.666667	2	0	0.222222	0	3.555556	0.12000	0	0.142857	0	0.114286	0	0	0	0	0	0.06000	0	0.071429	0	0.057143	0.04000	0	0.047619	0	0.038095	0.00080	0	0.001134	0	0.000726	13.685546	0	12.71138	0	18.242633	0	0	0	0	0	9.263555	0	7.26323	0	12.348454	4.561849	0	4.237127	0	6.080878	14.312023	0	9.525707	0	25.431482	0	0	0	0	0	0.614051	0	0.755258	0	0.61404	13.231703	0	8.464699	0	13.689191	-16.965064	-22.686973	-17.773204	-24.852107	-17.152434	-22.972889	-24.594429	-23.98121	-27.92339	-22.502557	-18.39843	-24.748414	-17.544346	-27.648536	-18.487181	3	36	141	0	58623	55272	1	2	0	0	0	
0	151	3	0	0	0	3	1	0	0	0	1	175	10	2	10	197	9.120328	23.379764	20.593075	23.151571	9.118228	9	0	0	0	9	1	0	0	0	1	4	0	0	0	4	3	0	0	0	3	2	0	0	0	2	0.051429	0	0	0	0.045685	0.005714	0	0	0	0.005076	0.022857	0	0	0	0.020305	0.017143	0	0	0	0.015228	0.000065	0	0	0	0.000052	22.805873	0	0	0	22.800202	4.558479	0	0	0	4.55757	12.351407	0	0	0	12.348454	7.601958	0	0	0	7.600067	11.576788	0	0	0	11.571342	1	0	0	0	1	0.826069	0	0	0	0.826066	21.289407	0	0	0	20.997021	-14.290265	-22.686973	-21.072791	-24.852107	-14.644249	-19.932069	-24.594429	-24.102762	-27.92339	-19.963133	-13.034148	-24.748414	-23.867675	-27.648536	-13.388948	5	47	14961	5	64927	61021	10	4	0	0	0	
0	151	3	0	2	0	3	1	0	0.666667	0	1	282	0	5	6	293	9.120328	23.379764	20.593075	23.151571	9.118228	21	0	2	0	23	1	0	0	0	1	13	0	1	0	14	7	0	0.666667	0	7.666667	24	0	0.222222	0	28.222222	0.074468	0	0.40000	0	0.078498	0.003546	0	0	0	0.003413	0.046099	0	0.20000	0	0.047782	0.024823	0	0.133333	0	0.026166	0.000302	0	0.008889	0	0.000329	82.349191	0	15.144925	0	89.976428	1.473997	0	0	0	1.473545	59.260232	0	7.881695	0	63.805975	27.44973	0	5.048308	0	29.992143	573.563767	0	12.806458	0	661.57507	1	0	0	0	1	0.935199	0	0.89131	0	0.93909	26.251465	0	18.65531	0	26.470822	-13.62620	-22.686973	-13.351692	-24.852107	-13.513449	-17.949416	-24.594429	-22.289119	-27.92339	-17.763394	-12.714573	-24.748414	-13.102119	-27.648536	-12.621259	3	36	0	12	3410	60996	8	3	0	0	0	
